Date,AAPL,AMZN,GOOGL,META,NFLX
10-05-2023,173.56,110.19,111.75,233.08,335.42
11-05-2023,173.75,112.18,116.57,235.79,344.76
12-05-2023,172.57,110.26,117.51,233.81,339.89
15-05-2023,172.07,111.2,116.51,238.86,335.89
16-05-2023,172.07,113.4,119.51,238.82,333.75
17-05-2023,172.69,115.5,120.84,242.49,339.96
18-05-2023,175.05,118.15,122.83,246.85,371.29
19-05-2023,175.16,116.25,122.76,245.64,365.36
22-05-2023,174.2,115.01,125.05,248.32,363.01
23-05-2023,171.56,114.99,122.56,246.74,355.99
24-05-2023,171.84,116.75,120.9,249.21,364.85
25-05-2023,172.99,115,123.48,252.69,359
26-05-2023,175.43,120.11,124.61,262.04,378.88
30-05-2023,177.3,121.66,123.67,262.52,392.98
31-05-2023,177.25,120.58,122.87,264.72,395.23
01-06-2023,180.09,122.77,123.72,272.61,403.13
02-06-2023,180.95,124.25,124.67,272.61,400.47
05-06-2023,179.58,125.3,126.01,271.39,403.54
06-06-2023,179.21,126.61,127.31,271.12,399.29
07-06-2023,177.82,121.23,122.5,263.6,399.77
08-06-2023,180.57,124.25,122.14,264.58,409.37
09-06-2023,180.96,123.43,122.23,264.95,420.02
12-06-2023,183.79,126.57,123.64,271.05,423.97
13-06-2023,183.31,126.66,123.83,271.32,435.73
14-06-2023,183.95,126.42,123.67,273.35,440.86
15-06-2023,186.01,127.11,125.09,281.83,445.27
16-06-2023,184.92,125.49,123.53,281,431.96
20-06-2023,185.01,125.78,123.1,284.33,434.7
21-06-2023,183.96,124.83,120.55,281.64,424.45
22-06-2023,187,130.15,123.15,284.88,422.48
23-06-2023,186.68,129.33,122.34,288.73,424.02
26-06-2023,185.27,127.33,118.34,278.47,415.94
27-06-2023,188.06,129.18,118.33,287.05,417.08
28-06-2023,189.25,129.04,120.18,285.29,429.84
29-06-2023,189.59,127.9,119.1,281.53,428.24
30-06-2023,193.97,130.36,119.7,286.98,440.49
03-07-2023,192.46,130.22,119.9,286.02,441.44
05-07-2023,191.33,130.38,121.75,294.37,445.9
06-07-2023,191.81,128.36,120.11,291.99,438.84
07-07-2023,190.68,129.78,119.48,290.53,438.1
10-07-2023,188.61,127.13,116.45,294.1,441.71
11-07-2023,188.08,128.78,117.14,298.29,440.21
12-07-2023,189.77,130.8,118.93,309.34,444.05
13-07-2023,190.54,134.3,124.54,313.41,450.38
14-07-2023,190.69,134.68,125.42,308.87,441.91
17-07-2023,193.99,133.56,124.65,310.62,450.05
18-07-2023,193.73,132.83,123.76,312.05,474.8
19-07-2023,195.1,135.36,122.03,316.01,477.59
20-07-2023,193.13,129.96,119.2,302.52,437.42
21-07-2023,191.94,130,120.02,294.26,427.5
24-07-2023,192.75,128.8,121.53,291.61,428.37
25-07-2023,193.62,129.13,122.21,294.47,427.7
26-07-2023,194.5,128.15,129.27,298.57,422.67
27-07-2023,193.22,128.25,129.4,311.71,413.17
28-07-2023,195.83,132.21,132.58,325.48,425.78
31-07-2023,196.45,133.68,132.72,318.6,438.97
01-08-2023,195.61,131.69,131.55,322.71,438.62
02-08-2023,192.58,128.21,128.38,314.31,429.7
03-08-2023,191.17,128.91,128.45,313.19,431
04-08-2023,181.99,139.57,128.11,310.73,431.6
07-08-2023,178.85,142.22,131.53,316.56,440.76
08-08-2023,179.8,139.94,131.4,312.64,438.3
09-08-2023,178.19,137.85,129.66,305.21,428.9
10-08-2023,177.97,138.56,129.69,305.74,429.98
11-08-2023,177.79,138.41,129.56,301.64,421.66
14-08-2023,179.46,140.57,131.33,306.19,427.78
15-08-2023,177.45,137.67,129.78,301.95,423.7
16-08-2023,176.57,135.07,128.7,294.29,415.45
17-08-2023,174,133.98,129.92,285.09,403
18-08-2023,174.49,133.22,127.46,283.25,404.53
21-08-2023,175.84,134.68,128.37,289.9,408.29
22-08-2023,177.23,134.25,129.08,287.6,413.17
23-08-2023,181.12,135.52,132.37,294.24,427.55
24-08-2023,176.38,131.84,129.78,286.75,406.93
25-08-2023,178.61,133.26,129.88,285.5,416.03
28-08-2023,180.19,133.14,131.01,290.26,418.06
29-08-2023,184.12,134.91,134.57,297.99,429.99
30-08-2023,187.65,135.07,135.88,295.1,434.67
31-08-2023,187.87,138.01,136.17,295.89,433.68
01-09-2023,189.46,138.12,135.66,296.38,439.88
05-09-2023,189.7,137.27,135.77,300.15,448.68
06-09-2023,182.91,135.36,134.46,299.17,445.76
07-09-2023,177.56,137.85,135.26,298.67,443.14
08-09-2023,178.18,138.23,136.38,297.89,442.8
11-09-2023,179.36,143.1,136.92,307.56,445.36
12-09-2023,176.3,141.23,135.34,301.66,434.69
13-09-2023,174.21,144.85,136.71,305.06,412.24
14-09-2023,175.74,144.72,138.1,311.72,400.49
15-09-2023,175.01,140.39,137.4,300.31,396.94
18-09-2023,177.97,139.98,138.21,302.55,394.4
19-09-2023,179.07,137.63,138.04,305.07,396.2
20-09-2023,175.49,135.29,133.74,299.67,386.3
21-09-2023,173.93,129.33,130.44,295.73,384.15
22-09-2023,174.79,129.12,130.25,299.08,379.81
25-09-2023,176.08,131.27,131.11,300.83,384.8
26-09-2023,171.96,125.98,128.57,298.96,379.25
27-09-2023,170.43,125.98,130.54,297.74,377.59
28-09-2023,170.69,125.98,132.31,303.96,376.36
29-09-2023,171.21,127.12,130.86,300.21,377.6
02-10-2023,173.75,129.46,134.17,306.82,380.33
03-10-2023,172.4,124.72,132.43,300.94,376.75
04-10-2023,173.66,127,135.24,305.58,376.9
05-10-2023,174.91,125.96,135.07,304.79,372.59
06-10-2023,177.49,127.96,137.58,315.43,381.51
09-10-2023,178.99,128.26,138.42,318.36,385.95
10-10-2023,178.39,129.48,138.06,321.84,373.32
11-10-2023,179.8,131.83,140.55,327.82,365.93
12-10-2023,180.71,132.33,138.97,324.16,361.2
13-10-2023,178.85,129.79,137.36,314.69,355.68
16-10-2023,178.72,132.55,139.1,321.15,360.82
17-10-2023,177.15,131.47,139.72,324,355.72
18-10-2023,175.84,128.13,137.96,316.97,346.19
19-10-2023,175.46,128.4,137.75,312.81,401.77
20-10-2023,172.88,125.17,135.6,308.65,400.96
23-10-2023,173,126.56,136.5,314.01,406.84
24-10-2023,173.44,128.56,138.81,312.55,413.73
25-10-2023,171.1,121.39,125.61,299.53,411.25
26-10-2023,166.89,119.57,122.28,288.35,403.54
27-10-2023,168.22,127.74,122.17,296.73,397.87
30-10-2023,170.29,132.71,124.46,302.66,410.08
31-10-2023,170.77,133.09,124.08,301.27,411.69
01-11-2023,173.97,137,126.45,311.85,420.19
02-11-2023,177.57,138.07,127.49,310.87,424.71
03-11-2023,176.65,138.6,129.1,314.6,432.36
06-11-2023,179.23,139.74,130.25,315.8,434.74
07-11-2023,181.82,142.71,130.97,318.82,434.61
08-11-2023,182.89,142.08,131.84,319.78,436.65
09-11-2023,182.41,140.6,130.24,320.55,435.15
10-11-2023,186.4,143.56,132.59,328.77,447.24
13-11-2023,184.8,142.59,132.09,329.19,444.62
14-11-2023,187.44,145.8,133.62,336.31,448.65
15-11-2023,188.01,143.2,134.62,332.71,461.94
16-11-2023,189.71,142.83,136.93,334.19,466.95
17-11-2023,189.69,145.18,135.31,335.04,465.91
20-11-2023,191.45,146.13,136.25,339.97,474.47
21-11-2023,190.64,143.9,136.97,336.98,474.95
22-11-2023,191.31,146.71,138.49,341.49,478
24-11-2023,189.97,146.74,136.69,338.23,479.56
27-11-2023,189.79,147.73,136.41,334.7,479.17
28-11-2023,190.4,147.03,137.2,338.99,479
29-11-2023,189.37,146.32,134.99,332.2,477.19
30-11-2023,189.95,146.09,132.53,327.15,473.97
01-12-2023,191.24,147.03,131.86,324.82,465.74
04-12-2023,189.43,144.84,129.27,320.02,453.9
05-12-2023,193.42,146.88,130.99,318.29,455.15
06-12-2023,192.32,144.52,130.02,317.45,446.73
07-12-2023,194.27,146.88,136.93,326.59,452
08-12-2023,195.71,147.42,134.99,332.75,453.76
11-12-2023,193.18,145.89,133.29,325.28,459.89
12-12-2023,194.71,147.48,132.52,334.22,463
13-12-2023,197.96,148.84,132.57,334.74,479.98
14-12-2023,198.11,147.42,131.94,333.17,469.83
15-12-2023,197.57,149.97,132.6,334.92,472.06
18-12-2023,195.89,154.07,135.8,344.62,486.12
19-12-2023,196.94,153.79,136.65,350.36,495.02
20-12-2023,194.83,152.12,138.34,349.28,489.27
21-12-2023,194.68,153.84,140.42,354.09,491.61
22-12-2023,193.6,153.42,141.49,353.39,486.76
26-12-2023,193.05,153.41,141.52,354.83,491.19
27-12-2023,193.15,153.34,140.37,357.83,491.79
28-12-2023,193.58,153.38,140.23,358.32,490.51
29-12-2023,192.53,151.94,139.69,353.96,486.88
